gene,tissue,logFC,adj_p_value
LOC105369354,Lungs,1.0034912,0.000536
LOC105369371,Lungs,-1.5477906,0.00336
LOC105369380,Lungs,0.9670514,0.0376
LOC105369403,Lungs,0.850674,0.00621
LOC105369464,Lungs,0.8940032,0.0326
LOC105369517,Lungs,2.6048679,0.000547
LOC105369535,Lungs,0.7461522,0.0244
LOC105369549,Lungs,-1.0012353,0.00429
LOC105369617,Lungs,2.0117916,0.00732
LOC105369618,Lungs,2.9038438,9.69e-05
LOC105369625,Lungs,-1.0796755,0.00502
LOC105369669,Lungs,1.1341329,0.000498
LOC105369690,Lungs,0.7643327,0.0456
LOC105369706,Lungs,0.9395885,8.09e-05
LOC105369720,Lungs,0.6800902,0.0486
LOC105369753,Lungs,-1.7099656,0.0268
LOC105369764,Lungs,2.2712161,3.44e-05
LOC105369771,Lungs,-0.8782228,0.0347
LOC105369795,Lungs,1.4448512,0.00251
LOC105369816,Lungs,0.626057,0.0318
LOC105369818,Lungs,1.4638075,0.00158
LOC105369828,Lungs,-1.5504,5.45e-12
LOC105369867,Lungs,-1.1289276,0.0261
LOC105369957,Lungs,1.3382701,0.002
LOC105369965,Lungs,1.2007874,0.0259
LOC105369974,Lungs,1.4585612,0.000547
LOC105370041,Lungs,1.0169093,0.0171
LOC105370044,Lungs,2.162437,0.00985
LOC105370113,Lungs,0.8415148,0.0256
LOC105370114,Lungs,1.3093068,7.4e-06
LOC105370117,Lungs,1.1120337,0.0127
LOC105370148,Lungs,1.3160529,0.0498
LOC105370163,Lungs,2.5135582,3.77e-07
LOC105370165,Lungs,1.3189778,0.00073
LOC105370182,Lungs,2.6470677,0.00395
LOC105370205,Lungs,0.8648714,0.0138
LOC105370265,Lungs,1.1302268,0.00746
LOC105370297,Lungs,1.5518199,0.00541
LOC105370322,Lungs,0.9154089,0.00521
LOC105370353,Lungs,1.1910812,0.035
LOC105370384,Lungs,0.7874234,0.000231
LOC105370460,Lungs,0.8222966,0.00265
LOC105370461,Lungs,0.6336814,0.00104
LOC105370546,Lungs,0.9061941,0.00346
LOC105370563,Lungs,0.8391074,0.00214
LOC105370569,Lungs,0.9400495,0.0003
LOC105370577,Lungs,2.0745598,1.92e-05
LOC105370583,Lungs,1.04561,0.00852
LOC105370624,Lungs,0.8061649,0.0073
LOC105370651,Lungs,1.1287091,0.00373
LOC105370672,Lungs,1.023746,0.045
LOC105370689,Lungs,1.0273041,0.0385
LOC105370777,Lungs,1.0660124,0.0495
LOC105370780,Lungs,1.4506123,0.0245
LOC105370804,Lungs,1.6397762,0.00196
LOC105370819,Lungs,0.8542138,0.00642
LOC105370820,Lungs,0.776847,0.042
LOC105370841,Lungs,0.923262,0.00134
LOC105370850,Lungs,2.7228096,5.77e-05
LOC105370928,Lungs,0.8895556,0.00726
LOC105370939,Lungs,-1.0898452,0.0425
LOC105370941,Lungs,1.6352368,0.000105
LOC105370972,Lungs,1.8080413,0.00343
LOC105370998,Lungs,2.6378773,1.41e-05
LOC105371026,Lungs,0.6129461,0.00859
LOC105371036,Lungs,1.4472914,0.00649
LOC105371115,Lungs,1.4536962,0.000122
LOC105371131,Lungs,0.6207183,0.026
LOC105371224,Lungs,0.874947,2.43e-05
LOC105371271,Lungs,0.9190974,0.00757
LOC105371348,Lungs,-1.3788041,0.00853
LOC105371362,Lungs,0.7122317,0.0321
LOC105371366,Lungs,-1.2642318,0.00201
LOC105371401,Lungs,1.3297691,0.0026
LOC105371419,Lungs,1.2630755,0.0107
LOC105371441,Lungs,-1.2335336,0.000259
LOC105371483,Lungs,-1.0008733,0.0089
LOC105371485,Lungs,0.8930123,0.0342
LOC105371529,Lungs,0.9395738,0.00966
LOC105371532,Lungs,0.9432485,0.0139
LOC105371554,Lungs,0.9085062,0.0166
LOC105371608,Lungs,1.0571394,0.0013
LOC105371618,Lungs,-1.634079,0.000183
LOC105371632,Lungs,2.059004,6.43e-06
LOC105371637,Lungs,0.587076,0.0148
LOC105371658,Lungs,2.8568393,5.17e-05
LOC105371692,Lungs,0.7676057,0.00365
LOC105371730,Lungs,-1.0207643,0.0132
LOC105371734,Lungs,0.9019826,0.0129
LOC105371753,Lungs,0.5941461,0.0377
LOC105371762,Lungs,0.8312215,0.00642
LOC105371840,Lungs,1.6873607,0.0359
LOC105371855,Lungs,2.5763323,0.00115
LOC105371867,Lungs,0.708972,0.00254
LOC105371891,Lungs,1.7839492,0.0487
LOC105371901,Lungs,-0.9550877,0.0444
LOC105371903,Lungs,0.7929365,8.23e-05
LOC105371925,Lungs,0.6024121,0.0436
LOC105371963,Lungs,-1.0670537,0.00726
LOC105372031,Lungs,1.9258883,6.6e-10
LOC105372055,Lungs,1.6949795,0.0142
LOC105372059,Lungs,2.5818044,0.00375
LOC105372092,Lungs,0.8870745,0.0413
LOC105372118,Lungs,0.7499252,0.0342
LOC105372165,Lungs,-1.0795414,0.00581
LOC105372273,Lungs,-1.0618576,0.00186
LOC105372325,Lungs,1.3978895,0.00535
LOC105372349,Lungs,2.0346818,0.014
LOC105372437,Lungs,-1.0374103,0.024
LOC105372470,Lungs,0.8521725,0.00316
LOC105372484,Lungs,1.1510112,0.0264
LOC105372539,Lungs,1.8500805,2.96e-07
LOC105372553,Lungs,1.0148365,0.00223
LOC105372592,Lungs,1.6493078,0.000257
LOC105372594,Lungs,2.6707288,0.0428
LOC105372624,Lungs,2.3335824,0.0114
LOC105372669,Lungs,2.4286175,1.2e-12
LOC105372704,Lungs,0.697432,0.031
LOC105372706,Lungs,-0.8592672,0.0219
LOC105372793,Lungs,1.2420511,0.00313
LOC105372797,Lungs,0.9251451,0.00389
LOC105372816,Lungs,0.8013065,0.0486
LOC105372838,Lungs,-1.6511694,0.000784
LOC105372877,Lungs,-1.6204331,0.00227
LOC105372881,Lungs,0.84903,0.00177
LOC105372895,Lungs,2.8504011,1.3e-05
LOC105372948,Lungs,3.7800417,9.65e-07
LOC105372989,Lungs,1.0079387,3.97e-05
LOC105373038,Lungs,2.0011602,0.00158
LOC105373096,Lungs,1.3391716,0.00633
LOC105373142,Lungs,1.5534813,0.000735
LOC105373170,Lungs,0.6005486,0.033
LOC105373195,Lungs,0.8459039,0.00204
LOC105373239,Lungs,3.2445597,2.4e-05
LOC105373265,Lungs,1.1997324,1.09e-06
LOC105373266,Lungs,3.7506822,2.77e-08
LOC105373342,Lungs,0.9494382,0.000493
LOC105373451,Lungs,-1.3299454,0.00328
LOC105373454,Lungs,-1.0705134,0.0322
LOC105373456,Lungs,0.6275119,0.00753
LOC105373475,Lungs,2.0296126,3.76e-05
LOC105373490,Lungs,-1.237402,0.0157
LOC105373581,Lungs,1.0971033,0.00137
LOC105373582,Lungs,-1.2577083,3.66e-05
LOC105373608,Lungs,0.8181815,0.00434
LOC105373618,Lungs,1.2045577,0.000181
LOC105373623,Lungs,-1.5197572,3.64e-09
LOC105373673,Lungs,0.945181,0.0155
LOC105373674,Lungs,1.0639431,0.000582
LOC105373713,Lungs,1.1180505,0.0443
LOC105373715,Lungs,0.8157198,0.00115
LOC105373717,Lungs,1.4897935,0.00801
LOC105373730,Lungs,1.5367209,0.0136
LOC105373766,Lungs,-1.4579456,0.024
LOC105373774,Lungs,1.0173773,0.006
LOC105373785,Lungs,0.8714757,4.09e-07
LOC105373788,Lungs,-1.9388837,0.0431
LOC105373796,Lungs,1.2158822,0.00045
LOC105373836,Lungs,-0.8174447,0.0431
LOC105373873,Lungs,1.6740526,0.017
LOC105373874,Lungs,1.6468055,0.0127
LOC105373887,Lungs,2.4214957,0.0489
LOC105373925,Lungs,0.5949036,0.0212
LOC105373943,Lungs,1.1298252,0.0371
LOC105373945,Lungs,1.2127017,0.0227
LOC105373950,Lungs,1.3779095,6.45e-05
LOC105373989,Lungs,1.2650707,0.0452
LOC105374009,Lungs,0.6878144,0.0326
LOC105374010,Lungs,0.7935032,0.000284
LOC105374018,Lungs,-2.6146692,0.000144
LOC105374020,Lungs,2.5198099,4.76e-05
LOC105374040,Lungs,-1.6420386,1.02e-08
LOC105374048,Lungs,1.5274931,0.00258
LOC105374062,Lungs,-2.2077582,1.09e-05
LOC105374118,Lungs,-1.1490513,0.0499
LOC105374121,Lungs,0.9530706,0.0465
LOC105374128,Lungs,1.4088383,2.63e-05
LOC105374152,Lungs,0.7226601,0.000191
LOC105374163,Lungs,1.5752704,0.0419
LOC105374164,Lungs,1.2402022,0.0326
LOC105374181,Lungs,1.358863,2.15e-13
LOC105374186,Lungs,-0.8984277,0.0419
LOC105374196,Lungs,2.1905798,0.00735
LOC105374197,Lungs,2.3111956,0.000125
LOC105374209,Lungs,0.7688668,0.00296
LOC105374298,Lungs,0.8912733,0.00463
LOC105374306,Lungs,1.1052452,0.0409
LOC105374310,Lungs,0.8806023,0.00121
LOC105374334,Lungs,1.2412662,0.000505
LOC105374353,Lungs,1.7052695,0.00525
LOC105374362,Lungs,1.2597746,0.0115
LOC105374376,Lungs,1.4623254,0.00272
LOC105374399,Lungs,2.6315291,0.000357
LOC105374407,Lungs,0.6961132,0.00749
LOC105374471,Lungs,1.6130102,0.000191
LOC105374480,Lungs,2.0483958,0.000897
LOC105374482,Lungs,1.7177472,0.0138
LOC105374494,Lungs,0.971837,0.00668
LOC105374517,Lungs,-3.1109571,4e-05
LOC105374527,Lungs,-1.3741467,0.00722
LOC105374535,Lungs,0.7607848,0.0426
LOC105374555,Lungs,1.0869588,0.00477
LOC105374618,Lungs,1.0954348,0.047
LOC105374674,Lungs,1.9524671,0.0157
LOC105374724,Lungs,0.7985586,0.0438
LOC105374745,Lungs,0.8453483,0.0349
LOC105374746,Lungs,2.4346231,1.71e-05
LOC105374748,Lungs,0.8191724,0.048
LOC105374773,Lungs,0.7185314,0.0093
LOC105374786,Lungs,1.8650757,0.00116
LOC105374789,Lungs,1.5998907,0.000239
LOC105374790,Lungs,1.1822249,0.000178
LOC105374811,Lungs,1.0764858,0.0311
LOC105374812,Lungs,2.0925945,2.41e-07
LOC105374838,Lungs,0.8410129,0.0176
LOC105374852,Lungs,1.3694073,0.0376
LOC105374853,Lungs,1.3566314,0.00882
LOC105374854,Lungs,3.3737708,1.69e-06
LOC105374882,Lungs,1.3028655,0.00239
LOC105374890,Lungs,-1.3543249,0.00183
LOC105374910,Lungs,-3.012845,3.07e-07
LOC105374912,Lungs,-2.8310519,2.3e-05
LOC105374943,Lungs,-1.3803167,0.0141
LOC105374966,Lungs,0.6506174,0.00975
LOC105374968,Lungs,0.7873012,0.0283
LOC105374970,Lungs,1.1491329,0.00343
LOC105374973,Lungs,-3.8626296,0.000649
LOC105374997,Lungs,0.9242757,0.00828
LOC105375001,Lungs,0.7357427,0.0421
LOC105375061,Lungs,0.7914558,0.00314
LOC105375078,Lungs,-1.6297099,4.1e-08
LOC105375079,Lungs,1.1325038,0.00735
LOC105375091,Lungs,1.3563501,0.0048
LOC105375095,Lungs,1.5742419,0.00396
LOC105375112,Lungs,-1.1756683,0.0281
LOC105375138,Lungs,2.3576149,0.000301
LOC105375151,Lungs,1.1307912,0.000177
LOC105375166,Lungs,1.728502,2.63e-05
LOC105375170,Lungs,0.9057967,0.0207
LOC105375184,Lungs,-0.7721445,0.0254
LOC105375208,Lungs,0.8977485,0.0167
LOC105375211,Lungs,1.4613085,0.000641
LOC105375213,Lungs,1.0632445,6.58e-05
LOC105375217,Lungs,-0.7263531,0.00602
LOC105375355///UPK3B,Lungs,1.9820332,1.74e-16
LOC105375359,Lungs,1.3382941,0.00477
LOC105375361,Lungs,1.0586703,0.00696
LOC105375404,Lungs,0.7050831,0.00338
LOC105375417,Lungs,2.0364322,0.000227
LOC105375426,Lungs,0.9215192,0.00319
LOC105375433,Lungs,0.7372537,0.00584
LOC105375469,Lungs,1.0152954,0.0431
LOC105375492,Lungs,0.7005874,0.00175
LOC105375511,Lungs,2.1915816,2.23e-07
LOC105375513,Lungs,0.7651984,0.00087
LOC105375521,Lungs,0.6907435,0.0439
LOC105375549,Lungs,1.0449509,0.000727
LOC105375615,Lungs,1.658103,0.00223
LOC105375642,Lungs,1.0845423,0.0398
LOC105375659,Lungs,0.7296828,0.0356
LOC105375696,Lungs,0.7590643,0.0146
LOC105375721,Lungs,-1.0692883,0.000983
LOC105375760,Lungs,-3.3164425,5.59e-06
LOC105375785,Lungs,-1.0903985,1.52e-07
LOC105375839,Lungs,1.031409,0.0406
LOC105375842,Lungs,1.7466153,0.00669
LOC105375889,Lungs,2.3030008,0.000127
LOC105375902,Lungs,0.7649456,0.000913
LOC105375912,Lungs,1.6053836,0.00169
LOC105375913,Lungs,1.340869,0.000508
LOC105375914,Lungs,0.8202379,0.0491
LOC105375918,Lungs,2.0754572,8.42e-11
LOC105375919,Lungs,1.6878161,2.74e-05
LOC105375933,Lungs,1.1364,0.00495
LOC105375942,Lungs,0.5901483,0.0384
LOC105375945,Lungs,0.6456801,0.0358
LOC105375964,Lungs,1.6778105,0.000518
LOC105376001,Lungs,0.7444645,0.0108
LOC105376033,Lungs,0.7022036,1.34e-05
LOC105376050,Lungs,1.0261228,3.72e-05
LOC105376065,Lungs,1.2226806,0.0018
LOC105376070,Lungs,1.1715378,1.57e-05
LOC105376074,Lungs,-0.8157049,0.0486
LOC105376093,Lungs,1.3218562,0.0175
LOC105376095,Lungs,1.6332614,5.55e-12
LOC105376166,Lungs,2.0093522,0.00497
LOC105376204,Lungs,0.9856891,0.0159
LOC105376214,Lungs,2.2379362,0.00404
LOC105376217,Lungs,-1.1623173,0.00364
LOC105376233,Lungs,1.9323438,0.00588
LOC105376240,Lungs,1.8373222,0.000484
LOC105376243,Lungs,2.9997618,0.000313
LOC105376272,Lungs,0.659183,0.0423
LOC105376301,Lungs,0.8031023,0.0405
LOC105376304,Lungs,1.8554698,0.029
LOC105376333,Lungs,-1.1192645,0.00053
LOC105376341,Lungs,-1.3443277,0.0224
LOC105376342,Lungs,-1.7848467,0.00196
LOC105376418,Lungs,1.6355315,0.00278
LOC105376425,Lungs,0.9857511,0.00463
LOC105376436,Lungs,-1.1559837,0.0306
LOC105376442,Lungs,-1.0010378,0.0124
LOC105376486,Lungs,-0.6218921,0.015
LOC105376533,Lungs,-1.588187,4.96e-05
LOC105376535,Lungs,0.9534801,0.00582
LOC105376548,Lungs,1.0037973,0.0178
LOC105376707,Lungs,-0.7268547,0.000779
LOC105376718,Lungs,-0.8841701,0.0281
LOC105376740,Lungs,2.0176894,0.0302
LOC105376759,Lungs,2.5541816,6.02e-16
LOC105376825,Lungs,1.7553317,0.0111
LOC105376829,Lungs,0.9113135,0.000487
LOC105376830,Lungs,0.7167179,0.0156
LOC105376844,Lungs,0.8044919,0.00752
LOC105376963,Lungs,-1.016293,0.011
LOC105376964,Lungs,1.3030176,0.000685
LOC105377004,Lungs,1.6577042,0.0334
LOC105377017,Lungs,3.2801938,6.77e-09
LOC105377033,Lungs,2.0765444,0.00177
LOC105377043,Lungs,2.0014203,0.000649
LOC105377046,Lungs,0.7822737,0.0378
LOC105377091,Lungs,-2.8778649,5.95e-07
LOC105377103,Lungs,0.8010596,0.00692
LOC105377113,Lungs,0.8782286,0.0106
LOC105377134,Lungs,0.9851574,0.0491
LOC105377272,Lungs,3.6756643,0.00201
LOC105377290,Lungs,-0.9429625,0.0343
LOC105377305,Lungs,2.1241495,0.00375
LOC105377327,Lungs,2.1210353,9.9e-06
LOC105377329,Lungs,2.4732974,5.39e-05
LOC105377352,Lungs,1.4413019,0.039
LOC105377359,Lungs,0.8242146,0.004
LOC105377394,Lungs,1.7330289,3.2e-07
LOC105377395,Lungs,1.4889657,0.000789
LOC105377485,Lungs,-0.6475394,0.023
LOC105377496,Lungs,1.2009799,0.000136
LOC105377548,Lungs,-2.1526931,0.000233
LOC105377584,Lungs,3.2738527,9.83e-07
LOC105377673,Lungs,1.0566168,0.00216
LOC105377675,Lungs,1.0795136,0.014
LOC105377694,Lungs,-1.5638349,0.00882
LOC105377730,Lungs,-1.1729494,0.00354
LOC105377785,Lungs,1.6217708,0.00255
LOC105377786,Lungs,1.6740445,0.00434
LOC105377889,Lungs,1.0126749,0.0283
LOC105377921,Lungs,1.076903,0.0132
LOC105377972,Lungs,0.8852306,0.0466
LOC105377973,Lungs,0.8603971,0.0354
LOC105377979,Lungs,1.04054,0.0442
LOC105377994,Lungs,1.3610074,2.75e-05
LOC105378005,Lungs,1.5508578,0.00178
LOC105378011,Lungs,2.3265766,0.00302
LOC105378095,Lungs,2.0413421,0.00225
LOC105378114,Lungs,5.0648101,2.97e-11
LOC105378116,Lungs,1.2334314,0.0229
LOC105378122,Lungs,1.0020664,0.00892
LOC105378150,Lungs,1.7655994,0.0052
LOC105378184,Lungs,2.5632725,1.25e-09
LOC105378187,Lungs,2.9280484,5.93e-09
LOC105378198,Lungs,-1.0545155,0.0144
LOC105378353,Lungs,0.8114635,0.0227
LOC105378358,Lungs,0.9990152,0.036
LOC105378433,Lungs,-1.048435,0.0211
LOC105378480,Lungs,1.2516936,0.01
LOC105378487,Lungs,0.742572,0.0032
LOC105378526,Lungs,1.1511079,9.16e-05
LOC105378532,Lungs,1.5658707,0.00716
LOC105378536,Lungs,4.255867,7.96e-09
LOC105378560,Lungs,0.6592885,0.00891
LOC105378571,Lungs,1.6121736,0.00723
LOC105378690,Lungs,1.6253927,0.00462
LOC105378698,Lungs,1.0465076,0.000741
LOC105378723,Lungs,0.7282554,0.0321
LOC105378726,Lungs,1.4516268,2.04e-05
LOC105378751,Lungs,1.2960704,0.00238
LOC105378796,Lungs,0.7195804,0.0379
LOC105378825,Lungs,1.307215,0.0167
LOC105378860,Lungs,1.2020768,0.0346
LOC105378862,Lungs,-1.483025,0.000131
LOC105378936,Lungs,1.405489,0.00169
LOC105378939,Lungs,2.571287,5.41e-05
LOC105378941,Lungs,1.01832,0.00972
LOC105378948,Lungs,0.9776937,0.0183
LOC105378950,Lungs,-1.5172295,0.0318
LOC105378979,Lungs,-1.3509619,0.0105
LOC105379025,Lungs,-1.5264801,0.00669
LOC105379028,Lungs,1.2879762,0.000853
LOC105379059,Lungs,0.7960719,0.0259
LOC105379086,Lungs,1.5529731,0.000421
LOC105379087,Lungs,1.4744723,0.000556
LOC105379096,Lungs,0.9069662,0.00408
LOC105379173,Lungs,0.6666166,0.000844
LOC105379251,Lungs,2.0644124,2.39e-16
LOC105379252,Lungs,-1.1228576,0.00339
LOC105379263,Lungs,1.1483508,0.00325
LOC105379272,Lungs,-1.0711454,0.0194
LOC105379282,Lungs,1.2129744,4.19e-08
LOC105379303,Lungs,1.5123533,5.28e-05
LOC105379308,Lungs,1.1412435,0.0399
LOC105379326,Lungs,1.1740585,0.00375
LOC105379337,Lungs,1.3162023,0.000231
LOC105379385,Lungs,-1.3985917,0.00877
LOC105379420,Lungs,1.6198492,0.00381
LOC105379499,Lungs,1.1878088,0.011
LOC105379504,Lungs,1.0573341,0.00421
LOC105379505,Lungs,1.6869404,0.0228
LOC105379526///PTGER4P2-CDK2AP2P2,Lungs,0.646645,2.2e-11
LOC105379566,Lungs,-1.1175696,0.00788
LOC105379841,Lungs,-1.2757323,0.0273
LOC105447645,Lungs,1.0683676,0.0043
LOC106146153,Lungs,1.98250884,0.00211
LOC107983950,Lungs,0.9012906,0.000969
LOC107983971,Lungs,1.1695051,0.0026
LOC107983976,Lungs,-0.8927644,0.00618
LOC107983979,Lungs,0.7119692,0.0268
LOC107983983,Lungs,2.191936,0.0171
LOC107984011,Lungs,-1.184529,0.00655
LOC107984019,Lungs,1.98504,0.00143
LOC107984023,Lungs,1.2987674,0.00649
LOC107984026,Lungs,0.7325974,0.000765
LOC107984032,Lungs,1.6543219,2.95e-05
LOC107984037,Lungs,-1.8348824,0.00471
LOC107984040,Lungs,-0.7830025,0.034
LOC107984079,Lungs,-2.7410421,3.9e-10
LOC107984087,Lungs,-1.826812,8.33e-07
LOC107984111,Lungs,2.0032184,7.56e-05
LOC107984112,Lungs,0.9629929,0.000322
LOC107984113,Lungs,-2.0326816,6.81e-13
LOC107984120,Lungs,1.1817021,0.00877
LOC107984124,Lungs,-0.9745906,0.0039
LOC107984125,Lungs,2.126915,0.00508
LOC107984127,Lungs,1.2694144,2.47e-08
LOC107984138,Lungs,0.8473397,0.00122
LOC107984210,Lungs,0.6068598,0.0102
LOC107984213,Lungs,0.9245618,0.0136
LOC107984215,Lungs,2.3067056,0.00115
LOC107984219,Lungs,-0.6074336,0.0166
LOC107984243,Lungs,1.2667046,0.0356
LOC107984244,Lungs,-1.0147296,0.00806
LOC107984258,Lungs,0.8572749,0.0478
LOC107984270,Lungs,-1.5479638,3.69e-05
LOC107984282,Lungs,-2.7412279,2.6e-10
LOC107984294,Lungs,-2.4081968,5.15e-06
LOC107984317,Lungs,0.7305378,0.00182
LOC107984336,Lungs,0.9914283,0.00295
LOC107984340,Lungs,-1.0481461,0.000698
LOC107984355,Lungs,-2.2524253,6.88e-08
LOC107984361,Lungs,1.8056755,0.00618
LOC107984405,Lungs,-1.3153456,0.025
LOC107984406,Lungs,-1.0003207,0.0156
LOC107984413,Lungs,-1.7356561,0.0196
LOC107984418,Lungs,0.8951418,0.0287
LOC107984425,Lungs,1.2363951,0.00525
LOC107984428,Lungs,-0.6151492,0.0341
LOC107984440,Lungs,-0.8880495,0.0174
LOC107984459,Lungs,0.7949522,0.0328
LOC107984494,Lungs,2.05836,0.000238
LOC107984501,Lungs,-0.8342115,0.0259
LOC107984505,Lungs,0.8820655,0.0467
LOC107984507,Lungs,1.196723,0.00638
LOC107984510,Lungs,-2.2326511,9.31e-06
LOC107984546,Lungs,0.7464225,0.00642
LOC107984567,Lungs,1.9266296,3.09e-05
LOC107984576,Lungs,2.1765259,0.00216
LOC107984577,Lungs,1.4609893,0.0143
LOC107984611,Lungs,2.0156303,0.00242
LOC107984629,Lungs,-1.1977115,0.00104
LOC107984635,Lungs,0.7433908,0.0061
LOC107984638,Lungs,-0.8475161,0.000589
LOC107984673,Lungs,0.6105322,0.0416
LOC107984684,Lungs,2.8521995,0.00408
LOC107984736,Lungs,0.9019617,0.0109
LOC107984774,Lungs,1.4208706,0.0136
LOC107984805,Lungs,0.6107244,0.00981
LOC107984814,Lungs,0.9039922,0.0444
LOC107984817,Lungs,1.3252495,3.69e-05
LOC107984823,Lungs,-1.3965134,0.0405
LOC107984832,Lungs,0.6929287,0.0119
LOC107984851,Lungs,-1.0998217,0.00185
LOC107984868,Lungs,1.2711733,0.000316
LOC107984872,Lungs,1.8469874,0.00347
LOC107984874,Lungs,0.975366,0.0381
LOC107984877,Lungs,-0.9463649,0.0299
LOC107984888,Lungs,2.1105799,0.00364
LOC107984989,Lungs,1.5504702,0.0109
LOC107984993,Lungs,1.094307,3.38e-05
LOC107985000,Lungs,1.1695595,0.023
LOC107985002,Lungs,0.7910226,0.00138
LOC107985010,Lungs,0.814112,0.0451
LOC107985046,Lungs,0.8162631,0.0186
LOC107985057,Lungs,0.7094642,0.0381
LOC107985065,Lungs,0.6141439,0.0495
LOC107985082,Lungs,0.7662816,0.0196
LOC107985120,Lungs,1.5981208,2.03e-11
LOC107985143,Lungs,2.4760391,0.0011
LOC107985145,Lungs,-1.3856136,0.00713
LOC107985162,Lungs,-1.4779842,0.000102
LOC107985163,Lungs,-1.2510725,0.0101
LOC107985189,Lungs,0.8114241,0.0125
LOC107985230,Lungs,1.0057874,0.00339
LOC107985238,Lungs,0.8847136,0.0344
LOC107985244,Lungs,1.7384349,7.4e-05
LOC107985253,Lungs,1.4233237,0.00335
LOC107985255,Lungs,2.3400222,0.035
LOC107985258,Lungs,1.2379888,0.048
LOC107985259,Lungs,1.111514,0.0422
LOC107985262,Lungs,0.629241,0.0398
LOC107985282,Lungs,1.068097,0.0144
LOC107985295,Lungs,0.8747337,0.0208
LOC107985296,Lungs,2.4167388,0.0011
LOC107985302,Lungs,-0.7751002,0.0473
LOC107985334,Lungs,-1.0710126,0.0299
LOC107985360,Lungs,0.8467554,0.00084
LOC107985362,Lungs,-1.7094392,0.0227
LOC107985373,Lungs,1.2156469,0.0283
LOC107985394,Lungs,-1.3013117,0.0215
LOC107985430,Lungs,-2.2628246,8.41e-06
LOC107985467,Lungs,0.8488379,0.0244
LOC107985469,Lungs,2.9676549,5.72e-15
LOC107985525,Lungs,1.2050438,9.41e-06
LOC107985532,Lungs,1.3215609,0.0075
LOC107985579,Lungs,1.7497542,0.0201
LOC107985675,Lungs,1.4356747,3.62e-07
LOC107985726,Lungs,1.4222505,0.00297
LOC107985769,Lungs,0.9779572,0.0121
LOC107985782,Lungs,1.4004706,0.0189
LOC107985783,Lungs,0.5930028,0.0115
LOC107985795,Lungs,-1.7681182,0.000909
LOC107985840,Lungs,0.812695,0.00322
LOC107985851,Lungs,-0.5866561,0.0141
LOC107985875,Lungs,-1.5372423,2.6e-05
LOC107985878,Lungs,0.643128,0.0361
LOC107985892,Lungs,0.8239106,0.0139
LOC107985897,Lungs,0.8789642,0.0055
LOC107985906,Lungs,2.2604301,0.00112
LOC107985917,Lungs,0.8294622,0.0107
LOC107985923,Lungs,0.9988178,0.0159
LOC107985948,Lungs,1.4516921,4.55e-05
LOC107985957,Lungs,0.9812424,0.00245
LOC107985971,Lungs,-1.21869648,0.0103
LOC107985972,Lungs,1.6389007,0.00255
LOC107985980,Lungs,1.9726916,2.89e-12
LOC107986016,Lungs,-1.5876637,5.68e-07
LOC107986024,Lungs,1.1916051,0.013
LOC107986027,Lungs,0.9383792,0.0245
LOC107986061,Lungs,1.7212495,1.75e-05
LOC107986064,Lungs,1.1623435,0.00255
LOC107986067,Lungs,1.2967319,0.00973
LOC107986083,Lungs,1.4101287,0.00011
LOC107986127,Lungs,-0.663612,0.0397
LOC107986170,Lungs,0.9924584,0.0215
LOC107986178,Lungs,1.947692,0.000115
LOC107986189,Lungs,1.0267471,0.018
LOC107986196,Lungs,-0.8189352,0.000149
LOC107986250,Lungs,1.6071791,0.0105
LOC107986257,Lungs,-1.1836502,0.000138
LOC107986294,Lungs,1.8866669,1.42e-07
LOC107986298,Lungs,-1.8367797,0.00012
LOC107986302,Lungs,1.462141,0.0082
LOC107986304,Lungs,1.1865979,0.00255
LOC107986312,Lungs,2.0527471,0.00119
LOC107986348,Lungs,0.928087,0.00364
LOC107986356,Lungs,-0.971051,0.0417
LOC107986360,Lungs,0.8534442,0.0317
LOC107986361,Lungs,0.8220254,2.43e-05
LOC107986366,Lungs,3.3674727,1.29e-05
LOC107986367,Lungs,1.4164238,0.000319
LOC107986368,Lungs,1.0819518,0.0189
LOC107986397,Lungs,-1.2488327,0.0188
LOC107986415,Lungs,1.0386283,0.00675
LOC107986421,Lungs,-0.9050439,0.0325
LOC107986422,Lungs,0.8414322,0.000189
LOC107986424,Lungs,1.4899135,7.14e-05
LOC107986426,Lungs,-1.9811572,0.00608
LOC107986454,Lungs,-1.5508544,1.07e-12
LOC107986461,Lungs,0.9843773,0.0211
LOC107986465,Lungs,0.9195241,0.000212
LOC107986479,Lungs,1.3775499,0.025
LOC107986485,Lungs,0.9326367,0.000131
LOC107986488,Lungs,0.6476866,0.00694
LOC107986512,Lungs,0.5866481,0.0493
LOC107986513,Lungs,1.2058901,1.89e-05
LOC107986514,Lungs,1.1221612,6.38e-05
LOC107986525,Lungs,1.2018777,0.02
LOC107986529,Lungs,0.9043368,0.0176
LOC107986553,Lungs,1.8492023,0.000743
LOC107986603,Lungs,0.6800498,0.0338
LOC107986604,Lungs,-0.8948406,0.00417
LOC107986642,Lungs,-1.2985751,0.00602
LOC107986649,Lungs,1.4187632,0.00146
LOC107986698,Lungs,1.2102491,1.01e-06
LOC107986699,Lungs,0.8929125,9.22e-05
LOC107986715,Lungs,1.4142249,0.0035
LOC107986722,Lungs,-2.6389774,0.000123
LOC107986769,Lungs,2.7989092,0.000139
LOC107986785,Lungs,1.1480719,0.00585
